BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid
153,568596888,adventure-works\hanying0,0x7AF04560,4,Production Technician - WC40,16-Oct-74,S,M,16.12.2008,0,15,27,1,618B71BC-6E8C-492D-8862-B9EFB7A4E06A
154,97728960,adventure-works\raymond0,0x7AF045A0,4,Production Technician - WC40,2-Mar-67,M,M,23.12.2008,0,10,25,1,9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5
155,212801092,adventure-works\fadi0,0x7AF045E0,4,Production Technician - WC40,15-Feb-89,S,M,04.01.2009,0,16,28,1,9923376F-26D0-4845-9D99-CC3D696CAEB8
156,322160340,adventure-works\lane0,0x7AF04610,4,Production Technician - WC40,23-Sep-74,M,M,11.01.2009,0,11,25,1,042427B8-3883-4A87-A6A3-724EE1690F49
157,812797414,adventure-works\linda1,0x7AF04630,4,Production Technician - WC40,5-Oct-77,S,F,03.02.2009,0,12,26,1,F963F913-449E-4EBB-BFDA-FC0C3010DB65
158,300946911,adventure-works\shelley0,0x7AF04650,4,Production Technician - WC40,8-Dec-86,S,F,07.03.2009,0,14,27,1,13942056-2930-4490-83CE-AF2386D5A5E7
159,404159499,adventure-works\terrence0,0x7AF04670,4,Production Technician - WC40,8-Dec-84,S,M,16.02.2009,0,13,26,1,4DA76442-5EEF-41FB-AE19-16C55714F9AD
160,712885347,adventure-works\jeff0,0x7AF04C,3,Production Technician - WC40,15-Jan-77,M,M,21.01.2009,0,74,57,1,7C7D459E-1F49-427D-9BD5-DE31880C85DC
161,275962311,adventure-works\kirk0,0x7AF04D60,4,Production Technician - WC40,6-Feb-85,S,M,15.12.2008,0,74,57,1,08D25BAA-167B-499C-8B51-31DCC856A8CF
162,514829225,adventure-works\laura0,0x7AF04DA0,4,Production Technician - WC40,25-Dec-80,S,F,03.01.2009,0,75,57,1,FCCD65BA-2702-4409-AE56-75AF1710AC78
163,377784364,adventure-works\alex0,0x7AF04DE0,4,Production Technician - WC40,13-Apr-90,M,M,08.02.2009,0,77,58,1,B96BC9C2-5A25-4A9B-887A-C7C10E47B80C
164,65848458,adventure-works\andrew1,0x7AF04E10,4,Production Technician - WC40,24-Sep-88,S,M,06.03.2009,0,73,56,1,A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A
165,539490372,adventure-works\chris0,0x7AF04E30,4,Production Technician - WC40,16-Dec-88,M,M,22.01.2009,0,76,58,1,300223F3-5587-4230-909B-D9C4AFD6D683
166,60114406,adventure-works\jack0,0x7AF054,3,Production Technician - WC40,22-Jun-83,S,M,21.02.2009,0,68,54,1,69A47230-70EE-48FD-AC15-C39F3712FF14
167,498138869,adventure-works\david1,0x7AF05560,4,Production Technician - WC40,2-Nov-79,S,M,02.12.2008,0,25,32,1,ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E
168,271438431,adventure-works\garrett0,0x7AF055A0,4,Production Technician - WC40,25-Aug-84,S,M,07.12.2008,0,34,37,1,A6F5F72F-AA03-41B7-8B6E-B123BD360753
169,351069889,adventure-works\susan1,0x7AF055E0,4,Production Technician - WC40,2-Apr-83,S,F,14.12.2008,0,31,35,1,F73D75D5-B47B-46EE-AD11-7BF13DD6C55D
170,476115505,adventure-works\george0,0x7AF05610,4,Production Technician - WC40,16-Apr-77,M,M,21.12.2008,0,26,33,1,01B119A2-2AF3-4775-818E-B421FECB07A7
171,746373306,adventure-works\david3,0x7AF05630,4,Production Technician - WC40,3-Aug-81,S,M,02.01.2009,0,32,36,1,84C358D4-2493-452C-B7D6-B212C893A009
172,364818297,adventure-works\marc0,0x7AF05650,4,Production Technician - WC40,24-Oct-86,M,M,16.01.2009,0,22,31,1,1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC
173,87268837,adventure-works\eugene0,0x7AF05670,4,Production Technician - WC40,15-Jul-87,S,M,21.01.2009,0,33,36,1,1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D
174,585408256,adventure-works\benjamin0,0x7AF05688,4,Production Technician - WC40,5-Jan-86,S,M,27.01.2009,0,28,34,1,F1A6F824-895B-4A0F-AF1B-05FBA703E69F
175,259388196,adventure-works\reed0,0x7AF05698,4,Production Technician - WC40,8-Jan-89,M,M,02.02.2009,0,23,31,1,B3967C00-7014-4960-AF15-B1A6D3094F6F
176,860123571,adventure-works\david7,0x7AF056A8,4,Production Technician - WC40,23-Sep-85,M,M,14.02.2009,0,29,34,1,85AFB689-7EAB-41A8-B154-9446195D5BDE
177,551346974,adventure-works\russell1,0x7AF056B8,4,Production Technician - WC45,11-Feb-82,M,M,21.02.2009,0,24,32,1,D54C7989-2675-4EF3-B392-370A8D264B2B
178,568626529,adventure-works\john3,0x7AF056C8,4,Production Technician - WC45,24-Mar-82,S,M,03.03.2009,0,27,33,1,96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6
179,587567941,adventure-works\jan0,0x7AF056D8,4,Production Technician - WC45,15-Nov-74,S,M,05.03.2009,0,30,35,1,975F827D-BE71-4EB1-8DBF-E6C451D1FAD5
180,862951447,adventure-works\katie0,0x7AF05C,3,Production Technician - WC45,18-Nov-84,S,F,20.02.2009,0,42,41,1,5BE8B211-CBE5-45D8-84FD-23F36A881473
181,545337468,adventure-works\michael0,0x7AF05D60,4,Production Technician - WC45,17-Nov-84,S,M,09.12.2008,0,20,30,1,4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0
182,368920189,adventure-works\nitin0,0x7AF05DA0,4,Production Technician - WC45,1-Dec-86,S,M,28.12.2008,0,21,30,1,EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E
183,969985265,adventure-works\barbara0,0x7AF05DE0,4,Production Technician - WC45,2-Jul-79,M,F,22.01.2009,0,17,28,1,045C9CBB-3448-4599-9FA9-6C7A9F82F832
184,305522471,adventure-works\john2,0x7AF05E10,4,Production Technician - WC45,5-Apr-86,M,M,09.02.2009,0,18,29,1,BAB69951-28AD-4BCA-B5AC-032746D0CC6F
185,621932914,adventure-works\stefen0,0x7AF05E30,4,Production Technician - WC45,21-Dec-75,S,M,28.02.2009,0,19,29,1,B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF
186,551834634,adventure-works\shane0,0x7AF064,3,Production Technician - WC45,24-May-90,S,M,08.02.2009,0,75,57,1,2625C358-672A-4000-AD67-B8CD3F318285
187,713403643,adventure-works\yvonne0,0x7AF06560,4,Production Technician - WC45,15-Apr-89,M,F,09.12.2008,0,79,59,1,83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772
188,435234965,adventure-works\douglas0,0x7AF065A0,4,Production Technician - WC45,24-Nov-85,M,M,27.12.2008,0,80,60,1,1AB0EDEB-7558-4734-8423-5A11B44DCA35
189,187369436,adventure-works\janeth0,0x7AF065E0,4,Production Technician - WC45,24-Jul-72,S,F,15.01.2009,0,81,60,1,8261B8CB-BC3F-4BCE-B364-86035D870263
190,456839592,adventure-works\robert0,0x7AF06610,4,Production Technician - WC45,28-Feb-85,S,M,02.02.2009,0,82,61,1,2203154E-5EBD-4ACA-99BE-D835A3309D03
191,399658727,adventure-works\lionel0,0x7AF06630,4,Production Technician - WC45,14-Mar-88,S,M,26.02.2009,0,78,59,1,231B1798-F67B-45C1-9688-265180F93D28
192,634335025,adventure-works\brenda0,0x7AF06C,3,Production Technician - WC50,28-Feb-83,M,F,05.03.2009,0,71,55,1,714D519B-375E-4C5A-8491-C758D00CF95F
193,761597760,adventure-works\alejandro0,0x7AF06D60,4,Production Technician - WC50,5-Dec-88,S,M,06.12.2008,0,52,46,1,8C7321D2-2C64-4902-9D64-8F5C1EB7F747
194,295971920,adventure-works\fred0,0x7AF06DA0,4,Production Technician - WC50,25-Jun-89,S,M,12.12.2008,0,47,43,1,45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82
195,918737118,adventure-works\kevin1,0x7AF06DE0,4,Production Technician - WC50,25-Dec-85,S,M,17.12.2008,0,58,49,1,DC7E95FF-275E-41C2-8ED3-686864F0540A
196,370487086,adventure-works\shammi0,0x7AF06E10,4,Production Technician - WC50,4-Oct-80,M,M,24.12.2008,0,53,46,1,9BEF0C94-7969-4905-9A42-CE469C754800
197,632092621,adventure-works\rajesh0,0x7AF06E30,4,Production Technician - WC50,4-Oct-77,M,M,31.12.2008,0,48,44,1,ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9
198,19312190,adventure-works\lorraine0,0x7AF06E50,4,Production Technician - WC50,26-Nov-88,M,F,04.01.2009,0,49,44,1,A63966B6-9AD6-40BC-AFD4-A83745879F4D
199,992874797,adventure-works\paula1,0x7AF06E70,4,Production Technician - WC50,10-Feb-87,M,F,12.01.2009,0,54,47,1,5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6
200,749211824,adventure-works\frank0,0x7AF06E88,4,Production Technician - WC50,6-Sep-87,M,M,17.01.2009,0,56,48,1,DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2
201,746201340,adventure-works\brian0,0x7AF06E98,4,Production Technician - WC50,10-Feb-77,S,M,29.01.2009,0,55,47,1,18D594A8-B4ED-43C0-9C43-6033FEAADF4E
202,436757988,adventure-works\tawana0,0x7AF06EA8,4,Production Technician - WC50,10-Nov-89,S,M,05.02.2009,0,50,45,1,BB4A3E50-232E-4212-9FAF-E67429FEBC7D
203,693168613,adventure-works\ken1,0x7AF06EB8,4,Production Technician - WC50,28-May-81,M,M,24.02.2009,0,51,45,1,699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA
204,440379437,adventure-works\gabe0,0x7AF06EC8,4,Production Technician - WC50,10-May-88,M,M,08.03.2009,0,57,48,1,790C9A7C-264C-4D48-A9D3-E2571A8011D8
205,332349500,adventure-works\lori0,0x7AF074,3,Production Technician - WC50,18-Jul-80,S,F,26.02.2009,0,76,58,1,23D436FC-08F7-4988-8B4D-490AA4E8B7E7
206,835460180,adventure-works\stuart0,0x7AF07560,4,Production Technician - WC50,13-Sep-62,S,M,02.12.2008,0,84,62,1,4F361B4F-7920-4037-9A0A-46D616F9B9C7
207,687685941,adventure-works\greg0,0x7AF075A0,4,Production Technician - WC50,18-Oct-70,S,M,02.12.2008,0,85,62,1,A36B5D6B-72A5-47F8-9F6B-5D922130E760
208,199546871,adventure-works\scott0,0x7AF075E0,4,Production Technician - WC50,10-Feb-87,M,M,08.01.2009,0,86,63,1,E35DA50A-BB51-4E08-8B8D-87EF4650247A
209,167554340,adventure-works\kathie0,0x7AF07610,4,Production Technician - WC50,1-Nov-90,M,F,27.01.2009,0,87,63,1,25FC84D7-E013-44B8-82CD-63CD4723AF81
210,20244403,adventure-works\belinda0,0x7AF07630,4,Production Technician - WC50,17-Sep-69,S,F,20.02.2009,0,83,61,1,F714B5EC-CA7C-4E6E-A812-2C5A119F4C30
211,398223854,adventure-works\hazem0,0x7B40,2,Production Technician - WC50,26-Oct-77,S,M,28.02.2009,1,80,60,1,05C84608-F445-4F9D-BB5C-0828C309C29D
212,885055826,adventure-works\peng0,0x7B56,3,Production Technician - WC50,18-Mar-76,M,M,09.12.2008,1,81,60,1,E249D613-36C9-4544-9B6F-6CE50E5E0DA5
213,343861179,adventure-works\sootha0,0x7B56B0,4,Production Technician - WC50,5-Dec-66,M,M,23.02.2010,0,85,62,1,A3DADF19-27F0-460A-9888-CE6CAA9E3583
214,131471224,adventure-works\andreas0,0x7B56D0,4,Production Technician - WC50,28-Mar-89,M,M,02.02.2009,0,84,62,1,F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818
215,381772114,adventure-works\mark0,0x7B56F0,4,Production Technician - WC50,30-Apr-86,S,M,15.01.2009,0,83,61,1,6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A
216,403414852,adventure-works\sean0,0x7B5708,4,Production Technician - WC50,6-Mar-76,S,M,28.12.2008,0,82,61,1,34E128CF-D904-4327-8014-9DF0D5DE7D08
217,345106466,adventure-works\zainal0,0x7B5A,3,Production Technician - WC50,30-Jan-76,M,M,04.01.2009,0,77,58,1,DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3
218,540688287,adventure-works\tengiz0,0x7B5AB0,4,Production Technician - WC60,28-Apr-90,S,M,16.12.2008,0,76,58,1,C609B3B2-7969-410C-934C-62C34B63C4EE
219,242381745,adventure-works\sean1,0x7B5AD0,4,Production Technician - WC60,12-Mar-87,S,M,22.01.2009,0,78,59,1,F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4
220,260770918,adventure-works\karen0,0x7B5AF0,4,Production Technician - WC60,25-Dec-75,M,F,09.02.2009,0,79,59,1,8A41ED23-7AE2-4C15-AA5D-9496E721F848
221,260805477,adventure-works\chris1,0x7B5B08,4,Production Technician - WC60,26-May-87,M,M,06.03.2009,0,75,57,1,45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4
222,685233686,adventure-works\ascott0,0x7BC0,2,Production Technician - WC60,17-Sep-68,S,M,12.12.2008,0,44,42,1,13909262-4136-492F-BCA3-0B0E3773B03E
223,981495526,adventure-works\sairaj0,0x7BD6,3,Production Technician - WC60,22-Dec-87,M,M,26.01.2009,0,46,43,1,4D36A720-CE32-4C47-866A-DB7844449309
224,621209647,adventure-works\william0,0x7BDA,3,Production Technician - WC60,6-Nov-81,M,M,07.01.2009,0,45,42,1,1A68CD62-6FE9-4613-90D4-2CD178E4E54A
225,470689086,adventure-works\alan0,0x7BDE,3,Production Technician - WC60,29-Mar-84,M,M,13.02.2009,0,47,43,1,DE321854-B076-4D59-BB7B-42152031B108
226,368691270,adventure-works\brian1,0x7BE1,3,Production Technician - WC60,11-Aug-84,M,M,03.03.2009,0,48,44,1,DFA02733-C26E-4E31-99D8-9167E4E5131D
227,141165819,adventure-works\gary1,0x7C20,2,Production Technician - WC60,18-Feb-71,M,M,02.12.2009,1,86,63,1,62F6EC59-5635-44F3-9CC1-2D8EEAF90A05
228,553069203,adventure-works\christian0,0x7C2B,3,Production Technician - WC60,18-Jan-76,M,M,14.12.2008,1,92,66,1,4611C7C5-90A0-407F-B054-93BD51533609
229,879334904,adventure-works\lori1,0x7C2B58,4,Production Technician - WC60,31-Jul-70,M,F,16.02.2010,0,90,65,1,929FE187-EE24-4F5F-AF2A-F96324F09423
230,28414965,adventure-works\stuart1,0x7C2B68,4,Production Technician - WC60,17-Dec-71,M,M,05.03.2010,0,88,64,1,CC2791E6-7629-49C5-922A-81445AFDF033
231,153479919,adventure-works\jo1,0x7C2B78,4,Production Technician - WC60,24-Apr-54,M,F,07.03.2010,0,91,65,1,39AF5CCA-9B52-41E5-B510-72901D2578F6
232,646304055,adventure-works\pat0,0x7C2B84,4,Production Technician - WC60,3-Dec-70,S,M,27.01.2010,0,89,64,1,49238447-30EE-4009-993F-0B6C756AB436
233,552560652,adventure-works\magnus0,0x7C2D,3,Production Technician - WC60,27-Aug-71,M,M,21.12.2009,0,87,63,1,0A4BCC09-ACE5-4481-9067-8B9ED70ECA18
234,184188301,adventure-works\laura1,0x84,1,Production Technician - WC60,6-Jan-76,M,F,31.01.2009,1,0,20,1,D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6
235,535145551,adventure-works\paula0,0x8560,2,Production Technician - WC60,11-Feb-76,M,F,06.12.2008,1,54,47,1,65028F15-4149-4DE5-B203-9D7EC86BAF87
236,476980013,adventure-works\grant0,0x856B,3,Production Technician - WC60,16-Apr-76,S,M,25.02.2009,0,53,46,1,4511ABBA-7F34-400E-907B-A663C20E1A41
237,416679555,adventure-works\hao0,0x856D,3,Production Technician - WC60,17-Apr-77,S,M,06.02.2009,0,52,46,1,FD53C4C8-B34E-460F-9EE5-747B07FE98B3
238,264306399,adventure-works\vidur0,0x856F,3,Production Technician - WC60,1-Aug-84,S,M,01.01.2009,0,50,45,1,47E76B59-B137-4572-AD55-6B3E68C13BD3
239,619308550,adventure-works\mindy0,0x857080,3,Production Technician - WC60,20-Nov-84,M,F,25.12.2008,0,51,45,1,834D7AB6-06E6-4944-B42F-028CD4BD388E
240,332040978,adventure-works\willis0,0x857180,3,Production Technician - WC60,18-Jul-78,S,M,13.12.2008,0,49,44,1,A1D86ECC-EA17-4B1B-8369-F1D07AB0A469
241,30845,adventure-works\david6,0x85A0,2,Production Technician - WC60,8-Jul-83,M,M,30.01.2009,1,57,48,1,2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D
242,363923697,adventure-works\deborah0,0x85AB,3,Production Technician - WC60,6-Mar-76,M,F,18.12.2008,0,60,50,1,09F75454-028C-46CA-BC08-0147BD0220D7
243,60517918,adventure-works\candy0,0x85AD,3,Production Technician - WC60,23-Feb-76,S,F,06.01.2009,0,61,50,1,9E9F713B-707C-4F7E-9504-DE188052A045
244,931190412,adventure-works\bryan1,0x85AF,3,Purchasing Assistant,20-Sep-84,S,M,24.01.2009,0,62,51,1,CB3E71EC-A381-4716-87DF-D3841AB9795A
245,363910111,adventure-works\barbara1,0x85B080,3,Purchasing Assistant,4-Jan-76,M,F,18.02.2009,1,58,49,1,3FFBA84E-8E97-4649-A5E1-859649D83AAE
246,663843431,adventure-works\dragan0,0x85B180,3,Purchasing Manager,14-Feb-77,M,M,11.02.2009,0,63,51,1,51C54D34-064B-44F7-A6B1-7702BD491980
247,519756660,adventure-works\janet0,0x85B280,3,Quality Assurance Manager,9-Mar-79,M,F,01.03.2009,0,64,52,1,0C641D77-8675-493F-9947-8C65136559CD
248,480951955,adventure-works\mike0,0x85B380,3,Quality Assurance Supervisor,1-Jul-79,S,M,08.03.2009,1,59,49,1,AC35337D-7C75-4DEE-BB11-6564F257FE18
249,121491555,adventure-works\wendy0,0x85E0,2,Quality Assurance Technician,11-Oct-84,S,F,25.12.2008,1,55,47,1,8F410408-4AA8-4D67-886D-530BFE4EBE3B
250,895209680,adventure-works\sheela0,0x85EB,3,Quality Assurance Technician,10-Feb-78,S,F,25.02.2011,1,49,44,1,7D6B0155-0191-4599-8394-378EBDE63C9A
251,603686790,adventure-works\mikael0,0x85EB58,4,Quality Assurance Technician,17-Aug-84,S,M,10.02.2009,0,59,49,1,D0FD55FF-42FA-491E-8B3B-AB3316018909
252,792847334,adventure-works\arvind0,0x85EB68,4,Quality Assurance Technician,21-Aug-74,M,M,28.02.2009,0,60,50,1,51DE26F0-6ED9-4A70-B689-88EB882674B6
253,407505660,adventure-works\linda2,0x85EB78,4,Recruiter,30-Nov-70,M,F,17.12.2009,0,56,48,1,ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F
254,482810518,adventure-works\fukiko0,0x85EB84,4,Recruiter,24-Nov-70,M,M,04.01.2010,0,57,48,1,36CD6636-C657-4FC7-9BFA-CC1BFA9102A2
255,466142721,adventure-works\gordon0,0x85EB8C,4,Research and Development Engineer,29-Nov-66,M,M,11.01.2010,0,52,46,1,2CB2D5C3-C437-49B1-9FFD-FAA096F6126F
256,367453993,adventure-works\frank2,0x85EB94,4,Research and Development Engineer,12-May-52,M,M,23.01.2010,0,58,49,1,0423D8D0-1B14-4718-8C17-85E2F98D222F
257,381073001,adventure-works\eric2,0x85EB9C,4,Research and Development Manager,17-Sep-72,S,M,27.01.2010,0,54,47,1,A28AB377-06F5-417A-A5E2-59F459088699
258,785853949,adventure-works\erin0,0x85EBA2,4,Research and Development Manager,4-Jan-71,S,F,31.01.2010,0,53,46,1,B60712A9-50A5-4296-B892-69C4701834B0
259,20269531,adventure-works\ben0,0x85EBA6,4,Sales Representative,3-Jun-73,M,M,09.03.2010,0,55,47,1,B9641CAE-765C-4662-B760-C167A1F2B8B5
260,437296311,adventure-works\annette0,0x85EBAA,4,Sales Representative,29-Jan-78,M,F,06.12.2010,0,50,45,1,9E03395F-4D5D-4A53-880E-174BD8C1DB59
261,280633567,adventure-works\reinout0,0x85EBAE,4,Sales Representative,17-Jan-78,M,M,25.12.2010,0,51,45,1,9825EB00-8E36-4506-93A2-6DDCDC0B13C3
262,231203233,adventure-works\david5,0x8610,2,Sales Representative,21-Jun-64,S,M,12.01.2009,0,56,48,1,BE81FD77-428C-449F-AB79-48B1CDF53D6A
263,441044382,adventure-works\jean0,0x8C,1,Sales Representative,13-Dec-75,S,F,11.12.2008,1,65,52,1,794A0B1F-C46A-401C-984D-008996FC7092
264,858323870,adventure-works\stephanie0,0x8D60,2,Sales Representative,25-Mar-84,S,F,04.02.2009,1,68,54,1,221CBB7B-8BAE-452B-A16F-A67EBB3873C8
265,749389530,adventure-works\ashvini0,0x8D6B,3,Sales Representative,27-Mar-77,S,M,04.12.2008,0,70,55,1,2E680C1C-7C02-4343-9626-6F97273414C0
266,672243793,adventure-works\peter1,0x8D6D,3,Sales Representative,28-May-80,S,M,23.02.2009,0,69,54,1,86601E6A-6955-40FC-BB4A-1053A843CE99
267,58317344,adventure-works\karen1,0x8DA0,2,Sales Representative,19-May-78,S,F,16.02.2009,1,74,57,1,45C3D0F5-3332-419D-AD40-A98996BB5531
268,314747499,adventure-works\ramesh0,0x8DE0,2,Sales Representative,13-Mar-88,S,M,03.02.2009,1,73,56,1,BE190269-4003-4D7F-809E-7B3FDC235DA8
269,671089628,adventure-works\dan0,0x8E10,2,Sales Representative,26-May-87,M,M,11.01.2009,1,72,56,1,71B0D010-5AC5-4E91-8EFA-C311C1372A73
270,643805155,adventure-works\françois0,0x8E30,2,Sales Representative,17-May-75,S,M,17.01.2009,1,67,53,1,0C7F025D-8D56-48EF-86C0-F09DB63D0182
271,929666391,adventure-works\dan1,0x8E50,2,Sales Representative,6-Jan-76,M,M,22.01.2009,1,66,53,1,2474E1A9-902D-466C-B0B2-6DCAC927F753
272,525932996,adventure-works\janaina0,0x8E70,2,Sales Representative,30-Jan-85,M,F,23.12.2008,1,71,55,1,241535C7-7A31-4A6A-9E0D-A83C30C2EDDA
273,112432117,adventure-works\brian3,0x94,1,Scheduling Assistant,6-Jun-77,S,M,15.02.2011,1,10,25,1,F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5
274,502097814,adventure-works\stephen0,0x9560,2,Scheduling Assistant,17-Oct-51,M,M,04.01.2011,1,14,27,1,86D5FA9E-4BC0-48C8-91DC-1EC467418D11
275,841560125,adventure-works\michael9,0x956B,3,Scheduling Assistant,25-Dec-68,S,M,31.05.2011,1,38,39,1,E19F8DE2-0F40-418C-84A2-DB48B98DC6A2
276,191644724,adventure-works\linda3,0x956D,3,Scheduling Assistant,27-Feb-80,M,F,31.05.2011,1,27,33,1,4509F387-D73A-43DC-A502-B1C27AA1DC9E
277,615389812,adventure-works\jillian0,0x956F,3,Senior Design Engineer,29-Aug-62,S,F,31.05.2011,1,24,32,1,A011C97B-081C-4739-996F-C1CAC4532F8D
278,234474252,adventure-works\garrett1,0x957080,3,Senior Tool Designer,4-Feb-75,M,M,31.05.2011,1,33,36,1,50EECC16-0D0D-43A9-9649-016C06DE8D78
279,716374314,adventure-works\tsvi0,0x957180,3,Senior Tool Designer,18-Jan-74,M,M,31.05.2011,1,29,34,1,BB510FCE-0105-4306-B591-6450D9EBF401
280,61161660,adventure-works\pamela0,0x957280,3,Shipping and Receiving Clerk,6-Dec-74,S,F,31.05.2011,1,22,31,1,7627B9D6-0707-4706-9AD9-0D37506B08AE
281,139397894,adventure-works\shu0,0x957380,3,Shipping and Receiving Clerk,9-Mar-68,M,M,31.05.2011,1,26,33,1,4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C
282,399771412,adventure-works\josé1,0x957440,3,Shipping and Receiving Supervisor,11-Dec-63,M,M,31.05.2011,1,31,35,1,FD3992FB-3067-451D-A09D-73BD53C0FECA
283,987554265,adventure-works\david8,0x9574C0,3,Stocker,11-Feb-74,S,M,31.05.2011,1,23,31,1,1E8F9E91-508F-4D49-ACD2-775C836030ED
284,90836195,adventure-works\tete0,0x957540,3,Stocker,5-Jan-78,M,M,30.09.2012,1,39,39,1,0C67CE00-DE78-4712-908F-06939A2C58D5
285,481044938,adventure-works\syed0,0x95A0,2,Stocker,11-Jan-75,M,M,14.03.2013,1,20,30,1,86F292DB-B73C-429D-9912-800994D809FB
286,758596752,adventure-works\lynn0,0x95AB,3,Tool Designer,14-Feb-77,S,F,30.05.2013,1,36,38,1,4A9A8407-A680-4A6B-8D03-511CB58F9A8A
287,982310417,adventure-works\amy0,0x95E0,2,Tool Designer,20-Sep-57,M,F,16.04.2012,1,21,30,1,66D66445-EE78-4676-9E66-0E22D6109A92
288,954276278,adventure-works\rachel0,0x95EB,3,Vice President of Engineering,9-Jul-75,S,F,30.05.2013,1,35,37,1,B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9
289,668991357,adventure-works\jae0,0x95ED,3,Vice President of Production,17-Mar-68,M,F,30.05.2012,1,37,38,1,723A5921-D8A1-4659-9BC4-13C4CF7C9C91
290,134219713,adventure-works\ranjit0,0x95EF,3,Vice President of Sales,30-Sep-75,S,M,30.05.2012,1,34,37,1,604213F9-DD0F-43B4-BDD2-C96E93D3F4BF
