BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
133,830150469,adventure-works\michael1,0x7AEDCA,4,Production Technician - WC30,04.01.1991,S,M,10.01.2009,0,70,55,1,416BF905-7D6C-4692-8FD6-40F6C4F9ECC4,2014-06-30 00:00:00.000
134,45615666,adventure-works\eric0,0x7AEE80,3,Production Technician - WC30,19.01.1985,M,M,14.01.2009,0,40,40,1,2ABCF39B-88D7-49FA-820A-83D223322BA5,2014-06-30 00:00:00.000
135,964089218,adventure-works\ivo0,0x7AEEAC,4,Production Technician - WC30,03.01.1982,M,M,04.12.2008,0,9,24,1,D83A26F3-7EA7-477B-A5BB-7EAADFC13A09,2014-06-30 00:00:00.000
136,701156975,adventure-works\sylvester0,0x7AEEB4,4,Production Technician - WC30,12.11.1970,M,M,11.12.2009,0,4,22,1,D9C43D08-3882-4E5C-BDF0-F6BD7004CD04,2014-06-30 00:00:00.000
137,63761469,adventure-works\anibal0,0x7AEEBC,4,Production Technician - WC30,05.09.1974,S,F,23.02.2009,0,8,24,1,BC18A829-F0CE-4EAF-9785-2D84C86F925A,2014-06-30 00:00:00.000
138,25011600,adventure-works\samantha0,0x7AEEC2,4,Production Technician - WC30,22.11.1987,M,F,04.02.2009,0,7,23,1,1629EDDD-D0AE-4CB9-A59C-3A175F7027E5,2014-06-30 00:00:00.000
139,113393530,adventure-works\hung-fu0,0x7AEEC6,4,Production Technician - WC30,23.10.1971,S,M,06.01.2010,0,0,20,1,065D8D5F-9504-4FFE-98DC-E69677F19F15,2014-06-30 00:00:00.000
140,339233463,adventure-works\prasanna0,0x7AEECA,4,Production Technician - WC30,30.04.1953,M,M,22.01.2010,0,5,22,1,72ED240A-0FD8-4423-8A49-9078BA6BCF6C,2014-06-30 00:00:00.000
141,872923042,adventure-works\min0,0x7AEECE,4,Production Technician - WC30,10.09.1974,M,M,24.01.2010,0,1,20,1,CC75C35D-1566-43FA-B2E9-D1E508EFDCD1,2014-06-30 00:00:00.000
142,163347032,adventure-works\olinda0,0x7AEED1,4,Production Technician - WC30,04.04.1970,S,F,04.03.2010,0,3,21,1,6456CEC3-9B1E-4EBC-9FD8-732B93363F65,2014-06-30 00:00:00.000
143,56772045,adventure-works\krishna0,0x7AEED3,4,Production Technician - WC30,05.09.1971,S,M,13.02.2010,0,2,21,1,42A506A5-0AC0-4148-B702-BB7B804EF98C,2014-06-30 00:00:00.000
144,886023130,adventure-works\paul1,0x7AEED5,4,Production Technician - WC30,04.11.1990,M,M,17.01.2009,0,6,23,1,DC5BA622-B860-41EE-AF92-5FEB4779B589,2014-06-30 00:00:00.000
145,386315192,adventure-works\cynthia0,0x7AEF80,3,Production Technician - WC30,18.08.1981,S,F,27.01.2009,0,69,54,1,F9E1DC46-0D03-4A8A-B693-1A964BC13E6C,2014-06-30 00:00:00.000
146,160739235,adventure-works\jianshuo0,0x7AEFAC,4,Production Technician - WC30,25.06.1989,S,M,07.12.2008,0,36,38,1,6FFF136A-9664-4EB9-9243-FAC76E21B9DD,2014-06-30 00:00:00.000
147,604664374,adventure-works\sandra0,0x7AEFB4,4,Production Technician - WC30,05.11.1975,M,F,26.12.2008,0,37,38,1,F69F3FF9-E1E0-4419-A6BF-F705E1556160,2014-06-30 00:00:00.000
148,733022683,adventure-works\jason0,0x7AEFBC,4,Production Technician - WC30,07.12.1988,S,M,14.01.2009,0,38,39,1,C16C501D-942D-4EB0-B5C4-EF8119FBEBA2,2014-06-30 00:00:00.000
149,764853868,adventure-works\andy0,0x7AEFC2,4,Production Technician - WC30,20.10.1983,M,M,31.01.2009,0,39,39,1,615A6BFE-3046-4037-9764-238535F725BE,2014-06-30 00:00:00.000
150,878395493,adventure-works\michael5,0x7AEFC6,4,Production Technician - WC30,18.09.1982,M,M,26.02.2009,0,35,37,1,2B0876D4-8996-4E71-A613-BE2E98E7ACCF,2014-06-30 00:00:00.000
151,993310268,adventure-works\rostislav0,0x7AEFCA,4,Production Technician - WC40,13.09.1977,M,M,19.02.2009,0,40,40,1,00027A8C-C2F8-4A31-ABA8-8A203638B8F1,2014-06-30 00:00:00.000
152,319472946,adventure-works\yuhong0,0x7AF044,3,Production Technician - WC40,06.04.1977,M,M,01.02.2009,0,41,40,1,F1A684F4-02DB-4B22-8977-6D8D3A21100E,2014-06-30 00:00:00.000
153,568596888,adventure-works\hanying0,0x7AF04560,4,Production Technician - WC40,16.10.1974,S,M,16.12.2008,0,15,27,1,618B71BC-6E8C-492D-8862-B9EFB7A4E06A,2014-06-30 00:00:00.000
154,97728960,adventure-works\raymond0,0x7AF045A0,4,Production Technician - WC40,02.03.1967,M,M,23.12.2008,0,10,25,1,9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5,2014-06-30 00:00:00.000
155,212801092,adventure-works\fadi0,0x7AF045E0,4,Production Technician - WC40,15.02.1989,S,M,04.01.2009,0,16,28,1,9923376F-26D0-4845-9D99-CC3D696CAEB8,2014-06-30 00:00:00.000
156,322160340,adventure-works\lane0,0x7AF04610,4,Production Technician - WC40,23.09.1974,M,M,11.01.2009,0,11,25,1,042427B8-3883-4A87-A6A3-724EE1690F49,2014-06-30 00:00:00.000
157,812797414,adventure-works\linda1,0x7AF04630,4,Production Technician - WC40,05.10.1977,S,F,03.02.2009,0,12,26,1,F963F913-449E-4EBB-BFDA-FC0C3010DB65,2014-06-30 00:00:00.000
158,300946911,adventure-works\shelley0,0x7AF04650,4,Production Technician - WC40,08.12.1986,S,F,07.03.2009,0,14,27,1,13942056-2930-4490-83CE-AF2386D5A5E7,2014-06-30 00:00:00.000
159,404159499,adventure-works\terrence0,0x7AF04670,4,Production Technician - WC40,08.12.1984,S,M,16.02.2009,0,13,26,1,4DA76442-5EEF-41FB-AE19-16C55714F9AD,2014-06-30 00:00:00.000
160,712885347,adventure-works\jeff0,0x7AF04C,3,Production Technician - WC40,15.01.1977,M,M,21.01.2009,0,74,57,1,7C7D459E-1F49-427D-9BD5-DE31880C85DC,2014-06-30 00:00:00.000
161,275962311,adventure-works\kirk0,0x7AF04D60,4,Production Technician - WC40,06.02.1985,S,M,15.12.2008,0,74,57,1,08D25BAA-167B-499C-8B51-31DCC856A8CF,2014-06-30 00:00:00.000
162,514829225,adventure-works\laura0,0x7AF04DA0,4,Production Technician - WC40,25.12.1980,S,F,03.01.2009,0,75,57,1,FCCD65BA-2702-4409-AE56-75AF1710AC78,2014-06-30 00:00:00.000
163,377784364,adventure-works\alex0,0x7AF04DE0,4,Production Technician - WC40,13.04.1990,M,M,08.02.2009,0,77,58,1,B96BC9C2-5A25-4A9B-887A-C7C10E47B80C,2014-06-30 00:00:00.000
164,65848458,adventure-works\andrew1,0x7AF04E10,4,Production Technician - WC40,24.09.1988,S,M,06.03.2009,0,73,56,1,A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A,2014-06-30 00:00:00.000
165,539490372,adventure-works\chris0,0x7AF04E30,4,Production Technician - WC40,16.12.1988,M,M,22.01.2009,0,76,58,1,300223F3-5587-4230-909B-D9C4AFD6D683,2014-06-30 00:00:00.000
166,60114406,adventure-works\jack0,0x7AF054,3,Production Technician - WC40,22.06.1983,S,M,21.02.2009,0,68,54,1,69A47230-70EE-48FD-AC15-C39F3712FF14,2014-06-30 00:00:00.000
167,498138869,adventure-works\david1,0x7AF05560,4,Production Technician - WC40,02.11.1979,S,M,02.12.2008,0,25,32,1,ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E,2014-06-30 00:00:00.000
168,271438431,adventure-works\garrett0,0x7AF055A0,4,Production Technician - WC40,25.08.1984,S,M,07.12.2008,0,34,37,1,A6F5F72F-AA03-41B7-8B6E-B123BD360753,2014-06-30 00:00:00.000
169,351069889,adventure-works\susan1,0x7AF055E0,4,Production Technician - WC40,02.04.1983,S,F,14.12.2008,0,31,35,1,F73D75D5-B47B-46EE-AD11-7BF13DD6C55D,2014-06-30 00:00:00.000
170,476115505,adventure-works\george0,0x7AF05610,4,Production Technician - WC40,16.04.1977,M,M,21.12.2008,0,26,33,1,01B119A2-2AF3-4775-818E-B421FECB07A7,2014-06-30 00:00:00.000
171,746373306,adventure-works\david3,0x7AF05630,4,Production Technician - WC40,03.08.1981,S,M,02.01.2009,0,32,36,1,84C358D4-2493-452C-B7D6-B212C893A009,2014-06-30 00:00:00.000
172,364818297,adventure-works\marc0,0x7AF05650,4,Production Technician - WC40,24.10.1986,M,M,16.01.2009,0,22,31,1,1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC,2014-06-30 00:00:00.000
173,87268837,adventure-works\eugene0,0x7AF05670,4,Production Technician - WC40,15.07.1987,S,M,21.01.2009,0,33,36,1,1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D,2014-06-30 00:00:00.000
174,585408256,adventure-works\benjamin0,0x7AF05688,4,Production Technician - WC40,05.01.1986,S,M,27.01.2009,0,28,34,1,F1A6F824-895B-4A0F-AF1B-05FBA703E69F,2014-06-30 00:00:00.000
175,259388196,adventure-works\reed0,0x7AF05698,4,Production Technician - WC40,08.01.1989,M,M,02.02.2009,0,23,31,1,B3967C00-7014-4960-AF15-B1A6D3094F6F,2014-06-30 00:00:00.000
176,860123571,adventure-works\david7,0x7AF056A8,4,Production Technician - WC40,23.09.1985,M,M,14.02.2009,0,29,34,1,85AFB689-7EAB-41A8-B154-9446195D5BDE,2014-06-30 00:00:00.000
177,551346974,adventure-works\russell1,0x7AF056B8,4,Production Technician - WC45,11.02.1982,M,M,21.02.2009,0,24,32,1,D54C7989-2675-4EF3-B392-370A8D264B2B,2014-06-30 00:00:00.000
178,568626529,adventure-works\john3,0x7AF056C8,4,Production Technician - WC45,24.03.1982,S,M,03.03.2009,0,27,33,1,96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6,2014-06-30 00:00:00.000
179,587567941,adventure-works\jan0,0x7AF056D8,4,Production Technician - WC45,15.11.1974,S,M,05.03.2009,0,30,35,1,975F827D-BE71-4EB1-8DBF-E6C451D1FAD5,2014-06-30 00:00:00.000
180,862951447,adventure-works\katie0,0x7AF05C,3,Production Technician - WC45,18.11.1984,S,F,20.02.2009,0,42,41,1,5BE8B211-CBE5-45D8-84FD-23F36A881473,2014-06-30 00:00:00.000
181,545337468,adventure-works\michael0,0x7AF05D60,4,Production Technician - WC45,17.11.1984,S,M,09.12.2008,0,20,30,1,4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0,2014-06-30 00:00:00.000
182,368920189,adventure-works\nitin0,0x7AF05DA0,4,Production Technician - WC45,01.12.1986,S,M,28.12.2008,0,21,30,1,EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E,2014-06-30 00:00:00.000
183,969985265,adventure-works\barbara0,0x7AF05DE0,4,Production Technician - WC45,02.07.1979,M,F,22.01.2009,0,17,28,1,045C9CBB-3448-4599-9FA9-6C7A9F82F832,2014-06-30 00:00:00.000
184,305522471,adventure-works\john2,0x7AF05E10,4,Production Technician - WC45,05.04.1986,M,M,09.02.2009,0,18,29,1,BAB69951-28AD-4BCA-B5AC-032746D0CC6F,2014-06-30 00:00:00.000
185,621932914,adventure-works\stefen0,0x7AF05E30,4,Production Technician - WC45,21.12.1975,S,M,28.02.2009,0,19,29,1,B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF,2014-06-30 00:00:00.000
186,551834634,adventure-works\shane0,0x7AF064,3,Production Technician - WC45,24.05.1990,S,M,08.02.2009,0,75,57,1,2625C358-672A-4000-AD67-B8CD3F318285,2014-06-30 00:00:00.000
187,713403643,adventure-works\yvonne0,0x7AF06560,4,Production Technician - WC45,15.04.1989,M,F,09.12.2008,0,79,59,1,83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772,2014-06-30 00:00:00.000
188,435234965,adventure-works\douglas0,0x7AF065A0,4,Production Technician - WC45,24.11.1985,M,M,27.12.2008,0,80,60,1,1AB0EDEB-7558-4734-8423-5A11B44DCA35,2014-06-30 00:00:00.000
189,187369436,adventure-works\janeth0,0x7AF065E0,4,Production Technician - WC45,24.07.1972,S,F,15.01.2009,0,81,60,1,8261B8CB-BC3F-4BCE-B364-86035D870263,2014-06-30 00:00:00.000
190,456839592,adventure-works\robert0,0x7AF06610,4,Production Technician - WC45,28.02.1985,S,M,02.02.2009,0,82,61,1,2203154E-5EBD-4ACA-99BE-D835A3309D03,2014-06-30 00:00:00.000
191,399658727,adventure-works\lionel0,0x7AF06630,4,Production Technician - WC45,14.03.1988,S,M,26.02.2009,0,78,59,1,231B1798-F67B-45C1-9688-265180F93D28,2014-06-30 00:00:00.000
192,634335025,adventure-works\brenda0,0x7AF06C,3,Production Technician - WC50,28.02.1983,M,F,05.03.2009,0,71,55,1,714D519B-375E-4C5A-8491-C758D00CF95F,2014-06-30 00:00:00.000
193,761597760,adventure-works\alejandro0,0x7AF06D60,4,Production Technician - WC50,05.12.1988,S,M,06.12.2008,0,52,46,1,8C7321D2-2C64-4902-9D64-8F5C1EB7F747,2014-06-30 00:00:00.000
194,295971920,adventure-works\fred0,0x7AF06DA0,4,Production Technician - WC50,25.06.1989,S,M,12.12.2008,0,47,43,1,45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82,2014-06-30 00:00:00.000
195,918737118,adventure-works\kevin1,0x7AF06DE0,4,Production Technician - WC50,25.12.1985,S,M,17.12.2008,0,58,49,1,DC7E95FF-275E-41C2-8ED3-686864F0540A,2014-06-30 00:00:00.000
196,370487086,adventure-works\shammi0,0x7AF06E10,4,Production Technician - WC50,04.10.1980,M,M,24.12.2008,0,53,46,1,9BEF0C94-7969-4905-9A42-CE469C754800,2014-06-30 00:00:00.000
197,632092621,adventure-works\rajesh0,0x7AF06E30,4,Production Technician - WC50,04.10.1977,M,M,31.12.2008,0,48,44,1,ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9,2014-06-30 00:00:00.000
198,19312190,adventure-works\lorraine0,0x7AF06E50,4,Production Technician - WC50,26.11.1988,M,F,04.01.2009,0,49,44,1,A63966B6-9AD6-40BC-AFD4-A83745879F4D,2014-06-30 00:00:00.000
199,992874797,adventure-works\paula1,0x7AF06E70,4,Production Technician - WC50,10.02.1987,M,F,12.01.2009,0,54,47,1,5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6,2014-06-30 00:00:00.000
200,749211824,adventure-works\frank0,0x7AF06E88,4,Production Technician - WC50,06.09.1987,M,M,17.01.2009,0,56,48,1,DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2,2014-06-30 00:00:00.000
201,746201340,adventure-works\brian0,0x7AF06E98,4,Production Technician - WC50,10.02.1977,S,M,29.01.2009,0,55,47,1,18D594A8-B4ED-43C0-9C43-6033FEAADF4E,2014-06-30 00:00:00.000
202,436757988,adventure-works\tawana0,0x7AF06EA8,4,Production Technician - WC50,10.11.1989,S,M,05.02.2009,0,50,45,1,BB4A3E50-232E-4212-9FAF-E67429FEBC7D,2014-06-30 00:00:00.000
203,693168613,adventure-works\ken1,0x7AF06EB8,4,Production Technician - WC50,28.05.1981,M,M,24.02.2009,0,51,45,1,699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA,2014-06-30 00:00:00.000
204,440379437,adventure-works\gabe0,0x7AF06EC8,4,Production Technician - WC50,10.05.1988,M,M,08.03.2009,0,57,48,1,790C9A7C-264C-4D48-A9D3-E2571A8011D8,2014-06-30 00:00:00.000
205,332349500,adventure-works\lori0,0x7AF074,3,Production Technician - WC50,18.07.1980,S,F,26.02.2009,0,76,58,1,23D436FC-08F7-4988-8B4D-490AA4E8B7E7,2014-06-30 00:00:00.000
206,835460180,adventure-works\stuart0,0x7AF07560,4,Production Technician - WC50,13.09.1962,S,M,02.12.2008,0,84,62,1,4F361B4F-7920-4037-9A0A-46D616F9B9C7,2014-06-30 00:00:00.000
207,687685941,adventure-works\greg0,0x7AF075A0,4,Production Technician - WC50,18.10.1970,S,M,02.12.2008,0,85,62,1,A36B5D6B-72A5-47F8-9F6B-5D922130E760,2014-06-30 00:00:00.000
208,199546871,adventure-works\scott0,0x7AF075E0,4,Production Technician - WC50,10.02.1987,M,M,08.01.2009,0,86,63,1,E35DA50A-BB51-4E08-8B8D-87EF4650247A,2014-06-30 00:00:00.000
209,167554340,adventure-works\kathie0,0x7AF07610,4,Production Technician - WC50,01.11.1990,M,F,27.01.2009,0,87,63,1,25FC84D7-E013-44B8-82CD-63CD4723AF81,2014-06-30 00:00:00.000
210,20244403,adventure-works\belinda0,0x7AF07630,4,Production Technician - WC50,17.09.1969,S,F,20.02.2009,0,83,61,1,F714B5EC-CA7C-4E6E-A812-2C5A119F4C30,2014-06-30 00:00:00.000
211,398223854,adventure-works\hazem0,0x7B40,2,Production Technician - WC50,26.10.1977,S,M,28.02.2009,1,80,60,1,05C84608-F445-4F9D-BB5C-0828C309C29D,26.12.2014 09:17
212,885055826,adventure-works\peng0,0x7B56,3,Production Technician - WC50,18.03.1976,M,M,09.12.2008,1,81,60,1,E249D613-36C9-4544-9B6F-6CE50E5E0DA5,2014-06-30 00:00:00.000
213,343861179,adventure-works\sootha0,0x7B56B0,4,Production Technician - WC50,05.12.1966,M,M,23.02.2010,0,85,62,1,A3DADF19-27F0-460A-9888-CE6CAA9E3583,2014-06-30 00:00:00.000
214,131471224,adventure-works\andreas0,0x7B56D0,4,Production Technician - WC50,28.03.1989,M,M,02.02.2009,0,84,62,1,F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818,2014-06-30 00:00:00.000
215,381772114,adventure-works\mark0,0x7B56F0,4,Production Technician - WC50,30.04.1986,S,M,15.01.2009,0,83,61,1,6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A,2014-06-30 00:00:00.000
216,403414852,adventure-works\sean0,0x7B5708,4,Production Technician - WC50,06.03.1976,S,M,28.12.2008,0,82,61,1,34E128CF-D904-4327-8014-9DF0D5DE7D08,2014-06-30 00:00:00.000
217,345106466,adventure-works\zainal0,0x7B5A,3,Production Technician - WC50,30.01.1976,M,M,04.01.2009,0,77,58,1,DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3,2014-06-30 00:00:00.000
218,540688287,adventure-works\tengiz0,0x7B5AB0,4,Production Technician - WC60,28.04.1990,S,M,16.12.2008,0,76,58,1,C609B3B2-7969-410C-934C-62C34B63C4EE,2014-06-30 00:00:00.000
219,242381745,adventure-works\sean1,0x7B5AD0,4,Production Technician - WC60,12.03.1987,S,M,22.01.2009,0,78,59,1,F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4,2014-06-30 00:00:00.000
220,260770918,adventure-works\karen0,0x7B5AF0,4,Production Technician - WC60,25.12.1975,M,F,09.02.2009,0,79,59,1,8A41ED23-7AE2-4C15-AA5D-9496E721F848,2014-06-30 00:00:00.000
221,260805477,adventure-works\chris1,0x7B5B08,4,Production Technician - WC60,26.05.1987,M,M,06.03.2009,0,75,57,1,45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4,2014-06-30 00:00:00.000
222,685233686,adventure-works\ascott0,0x7BC0,2,Production Technician - WC60,17.09.1968,S,M,12.12.2008,0,44,42,1,13909262-4136-492F-BCA3-0B0E3773B03E,26.12.2014 09:17
223,981495526,adventure-works\sairaj0,0x7BD6,3,Production Technician - WC60,22.12.1987,M,M,26.01.2009,0,46,43,1,4D36A720-CE32-4C47-866A-DB7844449309,2014-06-30 00:00:00.000
224,621209647,adventure-works\william0,0x7BDA,3,Production Technician - WC60,06.11.1981,M,M,07.01.2009,0,45,42,1,1A68CD62-6FE9-4613-90D4-2CD178E4E54A,2014-06-30 00:00:00.000
225,470689086,adventure-works\alan0,0x7BDE,3,Production Technician - WC60,29.03.1984,M,M,13.02.2009,0,47,43,1,DE321854-B076-4D59-BB7B-42152031B108,2014-06-30 00:00:00.000
226,368691270,adventure-works\brian1,0x7BE1,3,Production Technician - WC60,11.08.1984,M,M,03.03.2009,0,48,44,1,DFA02733-C26E-4E31-99D8-9167E4E5131D,2014-06-30 00:00:00.000
227,141165819,adventure-works\gary1,0x7C20,2,Production Technician - WC60,18.02.1971,M,M,02.12.2009,1,86,63,1,62F6EC59-5635-44F3-9CC1-2D8EEAF90A05,2014-06-30 00:00:00.000
228,553069203,adventure-works\christian0,0x7C2B,3,Production Technician - WC60,18.01.1976,M,M,14.12.2008,1,92,66,1,4611C7C5-90A0-407F-B054-93BD51533609,2014-06-30 00:00:00.000
229,879334904,adventure-works\lori1,0x7C2B58,4,Production Technician - WC60,31.07.1970,M,F,16.02.2010,0,90,65,1,929FE187-EE24-4F5F-AF2A-F96324F09423,2014-06-30 00:00:00.000
230,28414965,adventure-works\stuart1,0x7C2B68,4,Production Technician - WC60,17.12.1971,M,M,05.03.2010,0,88,64,1,CC2791E6-7629-49C5-922A-81445AFDF033,2014-06-30 00:00:00.000
231,153479919,adventure-works\jo1,0x7C2B78,4,Production Technician - WC60,24.04.1954,M,F,07.03.2010,0,91,65,1,39AF5CCA-9B52-41E5-B510-72901D2578F6,2014-06-30 00:00:00.000
232,646304055,adventure-works\pat0,0x7C2B84,4,Production Technician - WC60,03.12.1970,S,M,27.01.2010,0,89,64,1,49238447-30EE-4009-993F-0B6C756AB436,2014-06-30 00:00:00.000
233,552560652,adventure-works\magnus0,0x7C2D,3,Production Technician - WC60,27.08.1971,M,M,21.12.2009,0,87,63,1,0A4BCC09-ACE5-4481-9067-8B9ED70ECA18,2014-06-30 00:00:00.000
234,184188301,adventure-works\laura1,0x84,1,Production Technician - WC60,06.01.1976,M,F,31.01.2009,1,0,20,1,D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6,2014-06-30 00:00:00.000
235,535145551,adventure-works\paula0,0x8560,2,Production Technician - WC60,11.02.1976,M,F,06.12.2008,1,54,47,1,65028F15-4149-4DE5-B203-9D7EC86BAF87,2014-06-30 00:00:00.000
236,476980013,adventure-works\grant0,0x856B,3,Production Technician - WC60,16.04.1976,S,M,25.02.2009,0,53,46,1,4511ABBA-7F34-400E-907B-A663C20E1A41,2014-06-30 00:00:00.000
237,416679555,adventure-works\hao0,0x856D,3,Production Technician - WC60,17.04.1977,S,M,06.02.2009,0,52,46,1,FD53C4C8-B34E-460F-9EE5-747B07FE98B3,2014-06-30 00:00:00.000
238,264306399,adventure-works\vidur0,0x856F,3,Production Technician - WC60,01.08.1984,S,M,01.01.2009,0,50,45,1,47E76B59-B137-4572-AD55-6B3E68C13BD3,2014-06-30 00:00:00.000
239,619308550,adventure-works\mindy0,0x857080,3,Production Technician - WC60,20.11.1984,M,F,25.12.2008,0,51,45,1,834D7AB6-06E6-4944-B42F-028CD4BD388E,2014-06-30 00:00:00.000
240,332040978,adventure-works\willis0,0x857180,3,Production Technician - WC60,18.07.1978,S,M,13.12.2008,0,49,44,1,A1D86ECC-EA17-4B1B-8369-F1D07AB0A469,2014-06-30 00:00:00.000
241,30845,adventure-works\david6,0x85A0,2,Production Technician - WC60,08.07.1983,M,M,30.01.2009,1,57,48,1,2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D,2014-06-30 00:00:00.000
242,363923697,adventure-works\deborah0,0x85AB,3,Production Technician - WC60,06.03.1976,M,F,18.12.2008,0,60,50,1,09F75454-028C-46CA-BC08-0147BD0220D7,2014-06-30 00:00:00.000
243,60517918,adventure-works\candy0,0x85AD,3,Production Technician - WC60,23.02.1976,S,F,06.01.2009,0,61,50,1,9E9F713B-707C-4F7E-9504-DE188052A045,2014-06-30 00:00:00.000
244,931190412,adventure-works\bryan1,0x85AF,3,Purchasing Assistant,20.09.1984,S,M,24.01.2009,0,62,51,1,CB3E71EC-A381-4716-87DF-D3841AB9795A,2014-06-30 00:00:00.000
245,363910111,adventure-works\barbara1,0x85B080,3,Purchasing Assistant,04.01.1976,M,F,18.02.2009,1,58,49,1,3FFBA84E-8E97-4649-A5E1-859649D83AAE,2014-06-30 00:00:00.000
246,663843431,adventure-works\dragan0,0x85B180,3,Purchasing Manager,14.02.1977,M,M,11.02.2009,0,63,51,1,51C54D34-064B-44F7-A6B1-7702BD491980,2014-06-30 00:00:00.000
247,519756660,adventure-works\janet0,0x85B280,3,Quality Assurance Manager,09.03.1979,M,F,01.03.2009,0,64,52,1,0C641D77-8675-493F-9947-8C65136559CD,2014-06-30 00:00:00.000
248,480951955,adventure-works\mike0,0x85B380,3,Quality Assurance Supervisor,01.07.1979,S,M,08.03.2009,1,59,49,1,AC35337D-7C75-4DEE-BB11-6564F257FE18,2014-06-30 00:00:00.000
249,121491555,adventure-works\wendy0,0x85E0,2,Quality Assurance Technician,11.10.1984,S,F,25.12.2008,1,55,47,1,8F410408-4AA8-4D67-886D-530BFE4EBE3B,2014-06-30 00:00:00.000
250,895209680,adventure-works\sheela0,0x85EB,3,Quality Assurance Technician,10.02.1978,S,F,25.02.2011,1,49,44,1,7D6B0155-0191-4599-8394-378EBDE63C9A,2014-06-30 00:00:00.000
251,603686790,adventure-works\mikael0,0x85EB58,4,Quality Assurance Technician,17.08.1984,S,M,10.02.2009,0,59,49,1,D0FD55FF-42FA-491E-8B3B-AB3316018909,2014-06-30 00:00:00.000
252,792847334,adventure-works\arvind0,0x85EB68,4,Quality Assurance Technician,21.08.1974,M,M,28.02.2009,0,60,50,1,51DE26F0-6ED9-4A70-B689-88EB882674B6,2014-06-30 00:00:00.000
253,407505660,adventure-works\linda2,0x85EB78,4,Recruiter,30.11.1970,M,F,17.12.2009,0,56,48,1,ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F,2014-06-30 00:00:00.000
254,482810518,adventure-works\fukiko0,0x85EB84,4,Recruiter,24.11.1970,M,M,04.01.2010,0,57,48,1,36CD6636-C657-4FC7-9BFA-CC1BFA9102A2,2014-06-30 00:00:00.000
255,466142721,adventure-works\gordon0,0x85EB8C,4,Research and Development Engineer,29.11.1966,M,M,11.01.2010,0,52,46,1,2CB2D5C3-C437-49B1-9FFD-FAA096F6126F,2014-06-30 00:00:00.000
256,367453993,adventure-works\frank2,0x85EB94,4,Research and Development Engineer,12.05.1952,M,M,23.01.2010,0,58,49,1,0423D8D0-1B14-4718-8C17-85E2F98D222F,2014-06-30 00:00:00.000
257,381073001,adventure-works\eric2,0x85EB9C,4,Research and Development Manager,17.09.1972,S,M,27.01.2010,0,54,47,1,A28AB377-06F5-417A-A5E2-59F459088699,2014-06-30 00:00:00.000
258,785853949,adventure-works\erin0,0x85EBA2,4,Research and Development Manager,04.01.1971,S,F,31.01.2010,0,53,46,1,B60712A9-50A5-4296-B892-69C4701834B0,2014-06-30 00:00:00.000
259,20269531,adventure-works\ben0,0x85EBA6,4,Sales Representative,03.06.1973,M,M,09.03.2010,0,55,47,1,B9641CAE-765C-4662-B760-C167A1F2B8B5,2014-06-30 00:00:00.000
260,437296311,adventure-works\annette0,0x85EBAA,4,Sales Representative,29.01.1978,M,F,06.12.2010,0,50,45,1,9E03395F-4D5D-4A53-880E-174BD8C1DB59,2014-06-30 00:00:00.000
261,280633567,adventure-works\reinout0,0x85EBAE,4,Sales Representative,17.01.1978,M,M,25.12.2010,0,51,45,1,9825EB00-8E36-4506-93A2-6DDCDC0B13C3,2014-06-30 00:00:00.000
262,231203233,adventure-works\david5,0x8610,2,Sales Representative,21.06.1964,S,M,12.01.2009,0,56,48,1,BE81FD77-428C-449F-AB79-48B1CDF53D6A,2014-06-30 00:00:00.000
263,441044382,adventure-works\jean0,0x8C,1,Sales Representative,13.12.1975,S,F,11.12.2008,1,65,52,1,794A0B1F-C46A-401C-984D-008996FC7092,2014-06-30 00:00:00.000
